PokemonName	PokedexLink	Description
Uxie	https://pokemondb.net/pokedex/uxie	Uxie is a Psychic type Pokémon introduced in Generation 4. It is known as the Knowledge Pokémon.
Drifblim	https://pokemondb.net/pokedex/drifblim	Drifblim is a Ghost/Flying type Pokémon introduced in Generation 4. It is known as the Blimp Pokémon.
Regieleki	https://pokemondb.net/pokedex/regieleki	Regieleki is an Electric type Pokémon introduced in Generation 8. It is known as the Electron Pokémon.
Solgaleo	https://pokemondb.net/pokedex/solgaleo	Solgaleo is a Psychic/Steel type Pokémon introduced in Generation 7. It is known as the Sunne Pokémon.
Pikachu	https://pokemondb.net/pokedex/pikachu	Pikachu is an Electric type Pokémon introduced in Generation 1. It is known as the Mouse Pokémon.
Morgrem	https://pokemondb.net/pokedex/morgrem	Morgrem is a Dark/Fairy type Pokémon introduced in Generation 8. It is known as the Devious Pokémon.
Terrakion	https://pokemondb.net/pokedex/terrakion	Terrakion is a Rock/Fighting type Pokémon introduced in Generation 5. It is known as the Cavern Pokémon.
Blissey	https://pokemondb.net/pokedex/blissey	Blissey is a Normal type Pokémon introduced in Generation 2. It is known as the Happiness Pokémon.
Raikou	https://pokemondb.net/pokedex/raikou	Raikou is an Electric type Pokémon introduced in Generation 2. It is known as the Thunder Pokémon.
Fletchinder	https://pokemondb.net/pokedex/fletchinder	Fletchinder is a Fire/Flying type Pokémon introduced in Generation 6. It is known as the Ember Pokémon.
Audino	https://pokemondb.net/pokedex/audino	Audino is a Normal type Pokémon introduced in Generation 5. It is known as the Hearing Pokémon.
Necrozma	https://pokemondb.net/pokedex/necrozma	Necrozma is a Psychic type Pokémon introduced in Generation 7. It is known as the Prism Pokémon.
Gurdurr	https://pokemondb.net/pokedex/gurdurr	Gurdurr is a Fighting type Pokémon introduced in Generation 5. It is known as the Muscular Pokémon.
Togekiss	https://pokemondb.net/pokedex/togekiss	Togekiss is a Fairy/Flying type Pokémon introduced in Generation 4. It is known as the Jubilee Pokémon.
Heatmor	https://pokemondb.net/pokedex/heatmor	Heatmor is a Fire type Pokémon introduced in Generation 5. It is known as the Anteater Pokémon.
Staryu	https://pokemondb.net/pokedex/staryu	Staryu is a Water type Pokémon introduced in Generation 1. It is known as the Star Shape Pokémon.
Avalugg	https://pokemondb.net/pokedex/avalugg	Avalugg is an Ice type Pokémon introduced in Generation 6. It is known as the Iceberg Pokémon.
Kadabra	https://pokemondb.net/pokedex/kadabra	Kadabra is a Psychic type Pokémon introduced in Generation 1. It is known as the Psi Pokémon.
Frosmoth	https://pokemondb.net/pokedex/frosmoth	Frosmoth is an Ice/Bug type Pokémon introduced in Generation 8. It is known as the Frost Moth Pokémon.
Gligar	https://pokemondb.net/pokedex/gligar	Gligar is a Ground/Flying type Pokémon introduced in Generation 2. It is known as the FlyScorpion Pokémon.
Wailmer	https://pokemondb.net/pokedex/wailmer	Wailmer is a Water type Pokémon introduced in Generation 3. It is known as the Ball Whale Pokémon.
Amaura	https://pokemondb.net/pokedex/amaura	Amaura is a Rock/Ice type Pokémon introduced in Generation 6. It is known as the Tundra Pokémon.
Mudbray	https://pokemondb.net/pokedex/mudbray	Mudbray is a Ground type Pokémon introduced in Generation 7. It is known as the Donkey Pokémon.
Stantler	https://pokemondb.net/pokedex/stantler	Stantler is a Normal type Pokémon introduced in Generation 2. It is known as the Big Horn Pokémon.
Arctozolt	https://pokemondb.net/pokedex/arctozolt	Arctozolt is an Electric/Ice type Pokémon introduced in Generation 8. It is known as the Fossil Pokémon.
Doublade	https://pokemondb.net/pokedex/doublade	Doublade is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Sword Pokémon.
Pancham	https://pokemondb.net/pokedex/pancham	Pancham is a Fighting type Pokémon introduced in Generation 6. It is known as the Playful Pokémon.
Throh	https://pokemondb.net/pokedex/throh	Throh is a Fighting type Pokémon introduced in Generation 5. It is known as the Judo Pokémon.
Shelgon	https://pokemondb.net/pokedex/shelgon	Shelgon is a Dragon type Pokémon introduced in Generation 3. It is known as the Endurance Pokémon.
Piplup	https://pokemondb.net/pokedex/piplup	Piplup is a Water type Pokémon introduced in Generation 4. It is known as the Penguin Pokémon.
Clauncher	https://pokemondb.net/pokedex/clauncher	Clauncher is a Water type Pokémon introduced in Generation 6. It is known as the Water Gun Pokémon.
Dragalge	https://pokemondb.net/pokedex/dragalge	Dragalge is a Poison/Dragon type Pokémon introduced in Generation 6. It is known as the Mock Kelp Pokémon.
Azumarill	https://pokemondb.net/pokedex/azumarill	Azumarill is a Water/Fairy type Pokémon introduced in Generation 2. It is known as the Aqua Rabbit Pokémon.
Bunnelby	https://pokemondb.net/pokedex/bunnelby	Bunnelby is a Normal type Pokémon introduced in Generation 6. It is known as the Digging Pokémon.
Metang	https://pokemondb.net/pokedex/metang	Metang is a Steel/Psychic type Pokémon introduced in Generation 3. It is known as the Iron Claw Pokémon.
Persian	https://pokemondb.net/pokedex/persian	Persian is a Normal type Pokémon introduced in Generation 1. It is known as the Classy Cat Pokémon.
Onix	https://pokemondb.net/pokedex/onix	Onix is a Rock/Ground type Pokémon introduced in Generation 1. It is known as the Rock Snake Pokémon.
Toxtricity	https://pokemondb.net/pokedex/toxtricity	Toxtricity is an Electric/Poison type Pokémon introduced in Generation 8. It is known as the Punk Pokémon.
Crabominable	https://pokemondb.net/pokedex/crabominable	Crabominable is a Fighting/Ice type Pokémon introduced in Generation 7. It is known as the Woolly Crab Pokémon.
Seedot	https://pokemondb.net/pokedex/seedot	Seedot is a Grass type Pokémon introduced in Generation 3. It is known as the Acorn Pokémon.
Polteageist	https://pokemondb.net/pokedex/polteageist	Polteageist is a Ghost type Pokémon introduced in Generation 8. It is known as the Black Tea Pokémon.
Altaria	https://pokemondb.net/pokedex/altaria	Altaria is a Dragon/Flying type Pokémon introduced in Generation 3. It is known as the Humming Pokémon.
Dottler	https://pokemondb.net/pokedex/dottler	Dottler is a Bug/Psychic type Pokémon introduced in Generation 8. It is known as the Radome Pokémon.
Octillery	https://pokemondb.net/pokedex/octillery	Octillery is a Water type Pokémon introduced in Generation 2. It is known as the Jet Pokémon.
Plusle	https://pokemondb.net/pokedex/plusle	Plusle is an Electric type Pokémon introduced in Generation 3. It is known as the Cheering Pokémon.
Durant	https://pokemondb.net/pokedex/durant	Durant is a Bug/Steel type Pokémon introduced in Generation 5. It is known as the Iron Ant Pokémon.
Leavanny	https://pokemondb.net/pokedex/leavanny	Leavanny is a Bug/Grass type Pokémon introduced in Generation 5. It is known as the Nurturing Pokémon.
Wingull	https://pokemondb.net/pokedex/wingull	Wingull is a Water/Flying type Pokémon introduced in Generation 3. It is known as the Seagull Pokémon.
Azelf	https://pokemondb.net/pokedex/azelf	Azelf is a Psychic type Pokémon introduced in Generation 4. It is known as the Willpower Pokémon.
Poliwag	https://pokemondb.net/pokedex/poliwag	Poliwag is a Water type Pokémon introduced in Generation 1. It is known as the Tadpole Pokémon.
Barbaracle	https://pokemondb.net/pokedex/barbaracle	Barbaracle is a Rock/Water type Pokémon introduced in Generation 6. It is known as the Collective Pokémon.
Ninetales	https://pokemondb.net/pokedex/ninetales	Ninetales is a Fire type Pokémon introduced in Generation 1. It is known as the Fox Pokémon.
Shellos	https://pokemondb.net/pokedex/shellos	Shellos is a Water type Pokémon introduced in Generation 4. It is known as the Sea Slug Pokémon.
Weavile	https://pokemondb.net/pokedex/weavile	Weavile is a Dark/Ice type Pokémon introduced in Generation 4. It is known as the Sharp Claw Pokémon.
Pawniard	https://pokemondb.net/pokedex/pawniard	Pawniard is a Dark/Steel type Pokémon introduced in Generation 5. It is known as the Sharp Blade Pokémon.
Inkay	https://pokemondb.net/pokedex/inkay	Inkay is a Dark/Psychic type Pokémon introduced in Generation 6. It is known as the Revolving Pokémon.
Aromatisse	https://pokemondb.net/pokedex/aromatisse	Aromatisse is a Fairy type Pokémon introduced in Generation 6. It is known as the Fragrance Pokémon.
Sudowoodo	https://pokemondb.net/pokedex/sudowoodo	Sudowoodo is a Rock type Pokémon introduced in Generation 2. It is known as the Imitation Pokémon.
Mr. Mime	https://pokemondb.net/pokedex/mr-mime	Mr. Mime is a Psychic/Fairy type Pokémon introduced in Generation 1. It is known as the Barrier Pokémon.
Morelull	https://pokemondb.net/pokedex/morelull	Morelull is a Grass/Fairy type Pokémon introduced in Generation 7. It is known as the Illuminating Pokémon.
Rotom	https://pokemondb.net/pokedex/rotom	Rotom is an Electric/Ghost type Pokémon introduced in Generation 4. It is known as the Plasma Pokémon.
Delibird	https://pokemondb.net/pokedex/delibird	Delibird is an Ice/Flying type Pokémon introduced in Generation 2. It is known as the Delivery Pokémon.
Mudkip	https://pokemondb.net/pokedex/mudkip	Mudkip is a Water type Pokémon introduced in Generation 3. It is known as the Mud Fish Pokémon.
Foongus	https://pokemondb.net/pokedex/foongus	Foongus is a Grass/Poison type Pokémon introduced in Generation 5. It is known as the Mushroom Pokémon.
Ampharos	https://pokemondb.net/pokedex/ampharos	Ampharos is an Electric type Pokémon introduced in Generation 2. It is known as the Light Pokémon.
Vibrava	https://pokemondb.net/pokedex/vibrava	Vibrava is a Ground/Dragon type Pokémon introduced in Generation 3. It is known as the Vibration Pokémon.
Cloyster	https://pokemondb.net/pokedex/cloyster	Cloyster is a Water/Ice type Pokémon introduced in Generation 1. It is known as the Bivalve Pokémon.
Trubbish	https://pokemondb.net/pokedex/trubbish	Trubbish is a Poison type Pokémon introduced in Generation 5. It is known as the Trash Bag Pokémon.
Zoroark	https://pokemondb.net/pokedex/zoroark	Zoroark is a Dark type Pokémon introduced in Generation 5. It is known as the Illusion Fox Pokémon.
Ivysaur	https://pokemondb.net/pokedex/ivysaur	Ivysaur is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Seed Pokémon.
Wooloo	https://pokemondb.net/pokedex/wooloo	Wooloo is a Normal type Pokémon introduced in Generation 8. It is known as the Sheep Pokémon.
Corvisquire	https://pokemondb.net/pokedex/corvisquire	Corvisquire is a Flying type Pokémon introduced in Generation 8. It is known as the Raven Pokémon.
Arrokuda	https://pokemondb.net/pokedex/arrokuda	Arrokuda is a Water type Pokémon introduced in Generation 8. It is known as the Rush Pokémon.
Kartana	https://pokemondb.net/pokedex/kartana	Kartana is a Grass/Steel type Pokémon introduced in Generation 7. It is known as the Drawn Sword Pokémon.
Jirachi	https://pokemondb.net/pokedex/jirachi	Jirachi is a Steel/Psychic type Pokémon introduced in Generation 3. It is known as the Wish Pokémon.
Magneton	https://pokemondb.net/pokedex/magneton	Magneton is an Electric/Steel type Pokémon introduced in Generation 1. It is known as the Magnet Pokémon.
Hariyama	https://pokemondb.net/pokedex/hariyama	Hariyama is a Fighting type Pokémon introduced in Generation 3. It is known as the Arm Thrust Pokémon.
Passimian	https://pokemondb.net/pokedex/passimian	Passimian is a Fighting type Pokémon introduced in Generation 7. It is known as the Teamwork Pokémon.
Snorlax	https://pokemondb.net/pokedex/snorlax	Snorlax is a Normal type Pokémon introduced in Generation 1. It is known as the Sleeping Pokémon.
Steelix	https://pokemondb.net/pokedex/steelix	Steelix is a Steel/Ground type Pokémon introduced in Generation 2. It is known as the Iron Snake Pokémon.
Surskit	https://pokemondb.net/pokedex/surskit	Surskit is a Bug/Water type Pokémon introduced in Generation 3. It is known as the Pond Skater Pokémon.
Trumbeak	https://pokemondb.net/pokedex/trumbeak	Trumbeak is a Normal/Flying type Pokémon introduced in Generation 7. It is known as the Bugle Beak Pokémon.
Porygon-Z	https://pokemondb.net/pokedex/porygon-z	Porygon-Z is a Normal type Pokémon introduced in Generation 4. It is known as the Virtual Pokémon.
Appletun	https://pokemondb.net/pokedex/appletun	Appletun is a Grass/Dragon type Pokémon introduced in Generation 8. It is known as the Apple Nectar Pokémon.
Grovyle	https://pokemondb.net/pokedex/grovyle	Grovyle is a Grass type Pokémon introduced in Generation 3. It is known as the Wood Gecko Pokémon.
Hitmonchan	https://pokemondb.net/pokedex/hitmonchan	Hitmonchan is a Fighting type Pokémon introduced in Generation 1. It is known as the Punching Pokémon.
Patrat	https://pokemondb.net/pokedex/patrat	Patrat is a Normal type Pokémon introduced in Generation 5. It is known as the Scout Pokémon.
Houndoom	https://pokemondb.net/pokedex/houndoom	Houndoom is a Dark/Fire type Pokémon introduced in Generation 2. It is known as the Dark Pokémon.
Misdreavus	https://pokemondb.net/pokedex/misdreavus	Misdreavus is a Ghost type Pokémon introduced in Generation 2. It is known as the Screech Pokémon.
Swalot	https://pokemondb.net/pokedex/swalot	Swalot is a Poison type Pokémon introduced in Generation 3. It is known as the Poison Bag Pokémon.
Regice	https://pokemondb.net/pokedex/regice	Regice is an Ice type Pokémon introduced in Generation 3. It is known as the Iceberg Pokémon.
Togetic	https://pokemondb.net/pokedex/togetic	Togetic is a Fairy/Flying type Pokémon introduced in Generation 2. It is known as the Happiness Pokémon.
Meowstic	https://pokemondb.net/pokedex/meowstic	Meowstic is a Psychic type Pokémon introduced in Generation 6. It is known as the Constraint Pokémon.
Lampent	https://pokemondb.net/pokedex/lampent	Lampent is a Ghost/Fire type Pokémon introduced in Generation 5. It is known as the Lamp Pokémon.
Gliscor	https://pokemondb.net/pokedex/gliscor	Gliscor is a Ground/Flying type Pokémon introduced in Generation 4. It is known as the Fang Scorp Pokémon.
Slowpoke	https://pokemondb.net/pokedex/slowpoke	Slowpoke is a Water/Psychic type Pokémon introduced in Generation 1. It is known as the Dopey Pokémon.
Squirtle	https://pokemondb.net/pokedex/squirtle	Squirtle is a Water type Pokémon introduced in Generation 1. It is known as the Tiny Turtle Pokémon.
Kirlia	https://pokemondb.net/pokedex/kirlia	Kirlia is a Psychic/Fairy type Pokémon introduced in Generation 3. It is known as the Emotion Pokémon.
Panpour	https://pokemondb.net/pokedex/panpour	Panpour is a Water type Pokémon introduced in Generation 5. It is known as the Spray Pokémon.
Hydreigon	https://pokemondb.net/pokedex/hydreigon	Hydreigon is a Dark/Dragon type Pokémon introduced in Generation 5. It is known as the Brutal Pokémon.
Cutiefly	https://pokemondb.net/pokedex/cutiefly	Cutiefly is a Bug/Fairy type Pokémon introduced in Generation 7. It is known as the Bee Fly Pokémon.
Binacle	https://pokemondb.net/pokedex/binacle	Binacle is a Rock/Water type Pokémon introduced in Generation 6. It is known as the Two-Handed Pokémon.
Timburr	https://pokemondb.net/pokedex/timburr	Timburr is a Fighting type Pokémon introduced in Generation 5. It is known as the Muscular Pokémon.
Solrock	https://pokemondb.net/pokedex/solrock	Solrock is a Rock/Psychic type Pokémon introduced in Generation 3. It is known as the Meteorite Pokémon.
Komala	https://pokemondb.net/pokedex/komala	Komala is a Normal type Pokémon introduced in Generation 7. It is known as the Drowsing Pokémon.
Jumpluff	https://pokemondb.net/pokedex/jumpluff	Jumpluff is a Grass/Flying type Pokémon introduced in Generation 2. It is known as the Cottonweed Pokémon.
Aerodactyl	https://pokemondb.net/pokedex/aerodactyl	Aerodactyl is a Rock/Flying type Pokémon introduced in Generation 1. It is known as the Fossil Pokémon.
Latias	https://pokemondb.net/pokedex/latias	Latias is a Dragon/Psychic type Pokémon introduced in Generation 3. It is known as the Eon Pokémon.
Parasect	https://pokemondb.net/pokedex/parasect	Parasect is a Bug/Grass type Pokémon introduced in Generation 1. It is known as the Mushroom Pokémon.
Bulbasaur	https://pokemondb.net/pokedex/bulbasaur	Bulbasaur is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Seed Pokémon.
Pidove	https://pokemondb.net/pokedex/pidove	Pidove is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Tiny Pigeon Pokémon.
Gloom	https://pokemondb.net/pokedex/gloom	Gloom is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Weed Pokémon.
Tyrantrum	https://pokemondb.net/pokedex/tyrantrum	Tyrantrum is a Rock/Dragon type Pokémon introduced in Generation 6. It is known as the Despot Pokémon.
Porygon	https://pokemondb.net/pokedex/porygon	Porygon is a Normal type Pokémon introduced in Generation 1. It is known as the Virtual Pokémon.
Zubat	https://pokemondb.net/pokedex/zubat	Zubat is a Poison/Flying type Pokémon introduced in Generation 1. It is known as the Bat Pokémon.
Espurr	https://pokemondb.net/pokedex/espurr	Espurr is a Psychic type Pokémon introduced in Generation 6. It is known as the Restraint Pokémon.
Kabuto	https://pokemondb.net/pokedex/kabuto	Kabuto is a Rock/Water type Pokémon introduced in Generation 1. It is known as the Shellfish Pokémon.
Meowth	https://pokemondb.net/pokedex/meowth	Meowth is a Normal type Pokémon introduced in Generation 1. It is known as the Scratch Cat Pokémon.
Croconaw	https://pokemondb.net/pokedex/croconaw	Croconaw is a Water type Pokémon introduced in Generation 2. It is known as the Big Jaw Pokémon.
Hoothoot	https://pokemondb.net/pokedex/hoothoot	Hoothoot is a Normal/Flying type Pokémon introduced in Generation 2. It is known as the Owl Pokémon.
Electivire	https://pokemondb.net/pokedex/electivire	Electivire is an Electric type Pokémon introduced in Generation 4. It is known as the Thunderbolt Pokémon.
Barboach	https://pokemondb.net/pokedex/barboach	Barboach is a Water/Ground type Pokémon introduced in Generation 3. It is known as the Whiskers Pokémon.
Dracozolt	https://pokemondb.net/pokedex/dracozolt	Dracozolt is an Electric/Dragon type Pokémon introduced in Generation 8. It is known as the Fossil Pokémon.
Goldeen	https://pokemondb.net/pokedex/goldeen	Goldeen is a Water type Pokémon introduced in Generation 1. It is known as the Goldfish Pokémon.
Darkrai	https://pokemondb.net/pokedex/darkrai	Darkrai is a Dark type Pokémon introduced in Generation 4. It is known as the Pitch-Black Pokémon.
Granbull	https://pokemondb.net/pokedex/granbull	Granbull is a Fairy type Pokémon introduced in Generation 2. It is known as the Fairy Pokémon.
Mawile	https://pokemondb.net/pokedex/mawile	Mawile is a Steel/Fairy type Pokémon introduced in Generation 3. It is known as the Deceiver Pokémon.
Empoleon	https://pokemondb.net/pokedex/empoleon	Empoleon is a Water/Steel type Pokémon introduced in Generation 4. It is known as the Emperor Pokémon.
Hoppip	https://pokemondb.net/pokedex/hoppip	Hoppip is a Grass/Flying type Pokémon introduced in Generation 2. It is known as the Cottonweed Pokémon.
Slugma	https://pokemondb.net/pokedex/slugma	Slugma is a Fire type Pokémon introduced in Generation 2. It is known as the Lava Pokémon.
Munchlax	https://pokemondb.net/pokedex/munchlax	Munchlax is a Normal type Pokémon introduced in Generation 4. It is known as the Big Eater Pokémon.
Blastoise	https://pokemondb.net/pokedex/blastoise	Blastoise is a Water type Pokémon introduced in Generation 1. It is known as the Shellfish Pokémon.
Decidueye	https://pokemondb.net/pokedex/decidueye	Decidueye is a Grass/Ghost type Pokémon introduced in Generation 7. It is known as the Arrow Quill Pokémon.
Aron	https://pokemondb.net/pokedex/aron	Aron is a Steel/Rock type Pokémon introduced in Generation 3. It is known as the Iron Armor Pokémon.
Froakie	https://pokemondb.net/pokedex/froakie	Froakie is a Water type Pokémon introduced in Generation 6. It is known as the Bubble Frog Pokémon.
Latios	https://pokemondb.net/pokedex/latios	Latios is a Dragon/Psychic type Pokémon introduced in Generation 3. It is known as the Eon Pokémon.
Reshiram	https://pokemondb.net/pokedex/reshiram	Reshiram is a Dragon/Fire type Pokémon introduced in Generation 5. It is known as the Vast White Pokémon.
Boldore	https://pokemondb.net/pokedex/boldore	Boldore is a Rock type Pokémon introduced in Generation 5. It is known as the Ore Pokémon.
Jangmo-o	https://pokemondb.net/pokedex/jangmo-o	Jangmo-o is a Dragon type Pokémon introduced in Generation 7. It is known as the Scaly Pokémon.
Phione	https://pokemondb.net/pokedex/phione	Phione is a Water type Pokémon introduced in Generation 4. It is known as the Sea Drifter Pokémon.
Hitmonlee	https://pokemondb.net/pokedex/hitmonlee	Hitmonlee is a Fighting type Pokémon introduced in Generation 1. It is known as the Kicking Pokémon.
Volcarona	https://pokemondb.net/pokedex/volcarona	Volcarona is a Bug/Fire type Pokémon introduced in Generation 5. It is known as the Sun Pokémon.
Articuno	https://pokemondb.net/pokedex/articuno	Articuno is an Ice/Flying type Pokémon introduced in Generation 1. It is known as the Freeze Pokémon.
Zekrom	https://pokemondb.net/pokedex/zekrom	Zekrom is a Dragon/Electric type Pokémon introduced in Generation 5. It is known as the Deep Black Pokémon.
Vulpix	https://pokemondb.net/pokedex/vulpix	Vulpix is a Fire type Pokémon introduced in Generation 1. It is known as the Fox Pokémon.
Toxel	https://pokemondb.net/pokedex/toxel	Toxel is an Electric/Poison type Pokémon introduced in Generation 8. It is known as the Baby Pokémon.
Weepinbell	https://pokemondb.net/pokedex/weepinbell	Weepinbell is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Flycatcher Pokémon.
Pichu	https://pokemondb.net/pokedex/pichu	Pichu is an Electric type Pokémon introduced in Generation 2. It is known as the Tiny Mouse Pokémon.
Mime Jr.	https://pokemondb.net/pokedex/mime-jr	Mime Jr. is a Psychic/Fairy type Pokémon introduced in Generation 4. It is known as the Mime Pokémon.
Scatterbug	https://pokemondb.net/pokedex/scatterbug	Scatterbug is a Bug type Pokémon introduced in Generation 6. It is known as the Scatterdust Pokémon.
Noctowl	https://pokemondb.net/pokedex/noctowl	Noctowl is a Normal/Flying type Pokémon introduced in Generation 2. It is known as the Owl Pokémon.
Heliolisk	https://pokemondb.net/pokedex/heliolisk	Heliolisk is an Electric/Normal type Pokémon introduced in Generation 6. It is known as the Generator Pokémon.
Regirock	https://pokemondb.net/pokedex/regirock	Regirock is a Rock type Pokémon introduced in Generation 3. It is known as the Rock Peak Pokémon.
Staravia	https://pokemondb.net/pokedex/staravia	Staravia is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Starling Pokémon.
Kyurem	https://pokemondb.net/pokedex/kyurem	Kyurem is a Dragon/Ice type Pokémon introduced in Generation 5. It is known as the Boundary Pokémon.
Ditto	https://pokemondb.net/pokedex/ditto	Ditto is a Normal type Pokémon introduced in Generation 1. It is known as the Transform Pokémon.
Solosis	https://pokemondb.net/pokedex/solosis	Solosis is a Psychic type Pokémon introduced in Generation 5. It is known as the Cell Pokémon.
Xurkitree	https://pokemondb.net/pokedex/xurkitree	Xurkitree is an Electric type Pokémon introduced in Generation 7. It is known as the Glowing Pokémon.
Amoonguss	https://pokemondb.net/pokedex/amoonguss	Amoonguss is a Grass/Poison type Pokémon introduced in Generation 5. It is known as the Mushroom Pokémon.
Machamp	https://pokemondb.net/pokedex/machamp	Machamp is a Fighting type Pokémon introduced in Generation 1. It is known as the Superpower Pokémon.
Huntail	https://pokemondb.net/pokedex/huntail	Huntail is a Water type Pokémon introduced in Generation 3. It is known as the Deep Sea Pokémon.
Honedge	https://pokemondb.net/pokedex/honedge	Honedge is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Sword Pokémon.
Sunkern	https://pokemondb.net/pokedex/sunkern	Sunkern is a Grass type Pokémon introduced in Generation 2. It is known as the Seed Pokémon.
Noibat	https://pokemondb.net/pokedex/noibat	Noibat is a Flying/Dragon type Pokémon introduced in Generation 6. It is known as the Sound Wave Pokémon.
Milcery	https://pokemondb.net/pokedex/milcery	Milcery is a Fairy type Pokémon introduced in Generation 8. It is known as the Cream Pokémon.
Zorua	https://pokemondb.net/pokedex/zorua	Zorua is a Dark type Pokémon introduced in Generation 5. It is known as the Tricky Fox Pokémon.
Tangela	https://pokemondb.net/pokedex/tangela	Tangela is a Grass type Pokémon introduced in Generation 1. It is known as the Vine Pokémon.
Absol	https://pokemondb.net/pokedex/absol	Absol is a Dark type Pokémon introduced in Generation 3. It is known as the Disaster Pokémon.
Yanmega	https://pokemondb.net/pokedex/yanmega	Yanmega is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Ogre Darner Pokémon.
Wartortle	https://pokemondb.net/pokedex/wartortle	Wartortle is a Water type Pokémon introduced in Generation 1. It is known as the Turtle Pokémon.
Magearna	https://pokemondb.net/pokedex/magearna	Magearna is a Steel/Fairy type Pokémon introduced in Generation 7. It is known as the Artificial Pokémon.
Tentacruel	https://pokemondb.net/pokedex/tentacruel	Tentacruel is a Water/Poison type Pokémon introduced in Generation 1. It is known as the Jellyfish Pokémon.
Arceus	https://pokemondb.net/pokedex/arceus	Arceus is a Normal type Pokémon introduced in Generation 4. It is known as the Alpha Pokémon.
Electrode	https://pokemondb.net/pokedex/electrode	Electrode is an Electric type Pokémon introduced in Generation 1. It is known as the Ball Pokémon.
Roggenrola	https://pokemondb.net/pokedex/roggenrola	Roggenrola is a Rock type Pokémon introduced in Generation 5. It is known as the Mantle Pokémon.
Chimchar	https://pokemondb.net/pokedex/chimchar	Chimchar is a Fire type Pokémon introduced in Generation 4. It is known as the Chimp Pokémon.
Sigilyph	https://pokemondb.net/pokedex/sigilyph	Sigilyph is a Psychic/Flying type Pokémon introduced in Generation 5. It is known as the Avianoid Pokémon.
Hattrem	https://pokemondb.net/pokedex/hattrem	Hattrem is a Psychic type Pokémon introduced in Generation 8. It is known as the Serene Pokémon.
Swanna	https://pokemondb.net/pokedex/swanna	Swanna is a Water/Flying type Pokémon introduced in Generation 5. It is known as the White Bird Pokémon.
Vanillish	https://pokemondb.net/pokedex/vanillish	Vanillish is an Ice type Pokémon introduced in Generation 5. It is known as the Icy Snow Pokémon.
Diglett	https://pokemondb.net/pokedex/diglett	Diglett is a Ground type Pokémon introduced in Generation 1. It is known as the Mole Pokémon.
Wailord	https://pokemondb.net/pokedex/wailord	Wailord is a Water type Pokémon introduced in Generation 3. It is known as the Float Whale Pokémon.
Claydol	https://pokemondb.net/pokedex/claydol	Claydol is a Ground/Psychic type Pokémon introduced in Generation 3. It is known as the Clay Doll Pokémon.
Drakloak	https://pokemondb.net/pokedex/drakloak	Drakloak is a Dragon/Ghost type Pokémon introduced in Generation 8. It is known as the Caretaker Pokémon.
Type: Null	https://pokemondb.net/pokedex/type-null	Type: Null is a Normal type Pokémon introduced in Generation 7. It is known as the Synthetic Pokémon.
Dusknoir	https://pokemondb.net/pokedex/dusknoir	Dusknoir is a Ghost type Pokémon introduced in Generation 4. It is known as the Gripper Pokémon.
Kangaskhan	https://pokemondb.net/pokedex/kangaskhan	Kangaskhan is a Normal type Pokémon introduced in Generation 1. It is known as the Parent Pokémon.
Wynaut	https://pokemondb.net/pokedex/wynaut	Wynaut is a Psychic type Pokémon introduced in Generation 3. It is known as the Bright Pokémon.
Growlithe	https://pokemondb.net/pokedex/growlithe	Growlithe is a Fire type Pokémon introduced in Generation 1. It is known as the Puppy Pokémon.
Happiny	https://pokemondb.net/pokedex/happiny	Happiny is a Normal type Pokémon introduced in Generation 4. It is known as the Playhouse Pokémon.
Gothorita	https://pokemondb.net/pokedex/gothorita	Gothorita is a Psychic type Pokémon introduced in Generation 5. It is known as the Manipulate Pokémon.
Rhyperior	https://pokemondb.net/pokedex/rhyperior	Rhyperior is a Ground/Rock type Pokémon introduced in Generation 4. It is known as the Drill Pokémon.
Golett	https://pokemondb.net/pokedex/golett	Golett is a Ground/Ghost type Pokémon introduced in Generation 5. It is known as the Automaton Pokémon.
Taillow	https://pokemondb.net/pokedex/taillow	Taillow is a Normal/Flying type Pokémon introduced in Generation 3. It is known as the TinySwallow Pokémon.
Slaking	https://pokemondb.net/pokedex/slaking	Slaking is a Normal type Pokémon introduced in Generation 3. It is known as the Lazy Pokémon.
Kakuna	https://pokemondb.net/pokedex/kakuna	Kakuna is a Bug/Poison type Pokémon introduced in Generation 1. It is known as the Cocoon Pokémon.
Regigigas	https://pokemondb.net/pokedex/regigigas	Regigigas is a Normal type Pokémon introduced in Generation 4. It is known as the Colossal Pokémon.
Lapras	https://pokemondb.net/pokedex/lapras	Lapras is a Water/Ice type Pokémon introduced in Generation 1. It is known as the Transport Pokémon.
Teddiursa	https://pokemondb.net/pokedex/teddiursa	Teddiursa is a Normal type Pokémon introduced in Generation 2. It is known as the Little Bear Pokémon.
Zapdos	https://pokemondb.net/pokedex/zapdos	Zapdos is an Electric/Flying type Pokémon introduced in Generation 1. It is known as the Electric Pokémon.
